word;lemm;lemmed
свечкой;свечка;True
полноправными;полноправный;True
мешком;мешок;True
деньгами;деньги;True
платятся;платить;True
ракете;ракета;True
грандиозные;грандиозный;True
полноценная;полноценный;True
сверхдержав;сверхдержава;True
начинающим;начинающий;True
развиться;развить;True
запустят;запустить;True
международные;международный;True
ракетных;ракетный;True
возможностей;возможность;True
скромен;скромный;True
производят;произвести;True
собственные;собственный;True
спутники;спутник;True
предназначенные;предназначить;True
конкретных;конкретный;True
развивающий;развить;True
резюмирует;резюмировать;True
коммерческом;коммерческий;True
космосе;космос;True
запуске;запуск;True
обслуживании;обслуживание;True
аппаратов;аппарат;True
финансируют;финансировать;True
россияне;россиянин;True
предоставляют;предоставить;True
развиваются;развить;True
потомки;потомок;True
скажут;сказать;True
коммерческие;коммерческий;True
какую-то;какой-то;True
космическим;космический;True
державам;держава;True
сравнима;сравнимый;True
огромными;огромный;True
финансовыми;финансовый;True
временными;временной;True
затратами;затрата;True
потребовались;потребовать;True
придерживается;придержаться;True
глупо;глупый;True
недальновидно;недальновидный;True
высказывал;высказать;True
обсуждались;обсудить;True
коммерческой;коммерческий;True
выразили;выразить;True
инфраструктуру;инфраструктура;True
вложения;вложение;True
исполнена;исполнить;True
планировалась;планировать;True
знаете;знать;True
пережил;пережить;True
наличии;наличие;True
запасных;запасной;True
сценариев;сценарий;True
прежних;прежний;True
ошибок;ошибка;True
постоянного;постоянный;True
откладывания;откладывание;True
смены;смена;True
адекватная;адекватный;True
ограничил;ограничить;True
бюджеты;бюджет;True
роскосмоса;роскосмос;True
планирует;планировать;True
пусковая;пусковой;True
стартовали;стартовать;True
запускают;запустить;True
ракету;ракета;True
прекращено;прекратить;True
нечему;нечего;True
роскосмосу;роскосмос;True
нужд;нужда;True
принципе;принцип;True
эксплуатируется;эксплуатировать;True
стояла;стоять;True
выводить;вывести;True
эксплуатации;эксплуатация;True
третьего;третье;True
игрока;игрок;True
готового;готовый;True
выбрано;выбрать;True
следующей;следующий;True
владельцем;владелец;True
объекта;объект;True
выведет;вывести;True
аренды;аренда;True
передаст;передать;True
совместному;совместный;True
предприятию;предприятие;True
реализовывать;реализовать;True
трехсторонний;трёхсторонний;True
стартового;стартовый;True
версиях;версия;True
дочерняя;дочерний;True
названием;название;True
выполнять;выполнить;True
пуски;пуск;True
делиться;делить;True
поставщиком;поставщик;True
появится;появиться;True
задействована;задействовать;True
дублироваться;дублировать;True
стартовая;стартовый;True
полеты;полёт;True
долгие;долгий;True
всякое;всякий;True
лишним;лишний;True
синицу;синица;True
реализуемый;реализовать;True
нуля;нуль;True
использует;использовать;True
ту;тот;True
разработана;разработать;True
испытана;испытать;True
коммерциализируют;коммерциализировать;True
разумное;разумный;True
трезвое;трезвый;True
затратное;затратный;True
технических;технический;True
вкладывают;вложить;True
долгих;долгий;True
неопределенных;неопределённый;True
выиграет;выиграть;True
трехстороннему;трёхсторонний;True
сотрудничеству;сотрудничество;True
родиться;родить;True
компактная;компактный;True
пусков;пуск;True
носителе;носитель;True
доходов;доход;True
спутников;спутник;True
выводит;вывести;True
рассчитан;рассчитать;True
массой;масса;True
шести;шесть;True
скромном;скромный;True
рискованном;рискованный;True
заинтересованная;заинтересованный;True
пассивными;пассивный;True
распорядителями;распорядитель;True
имущества;имущество;True
получать;получить;True
заниматься;заняться;True
высокотехнологичными;высокотехнологичный;True
бытовом;бытовой;True
безграмотности;безграмотность;True
благодатное;благодатный;True
разного;разный;True
спекуляций;спекуляция;True
выводим;вывести;True
прямая;прямой;True
кадры;кадр;True
полноценной;полноценный;True
стороной;сторона;True
заставят;заставить;True
соплеменников;соплеменник;True
люмпенов;люмпен;True
сидящих;сидеть;True
костров;костёр;True
горящих;гореть;True
покрышек;покрышка;True
ненавистью;ненависть;True
смотрящих;смотреть;True
преследуют;преследовать;True
кратчайшие;краткий;True
десятилетия;десятилетие;True
совладельцем;совладелец;True
регулирующей;регулировать;True
вложиться;вложить;True
проверенную;проверить;True
надежном;надёжный;True
космодроме;космодром;True
пусковыми;пусковой;True
компаниями;компания;True
главенствующее;главенствовать;True
платит;платить;True
заказывает;заказать;True
музыку;музыка;True
отработанную;отработать;True
стартовую;стартовый;True
инвестором;инвестор;True
некой;некий;True
какая;какой;True
рискует;рисковать;True
нескольких;несколько;True
точек;точка;True
третьей;третий;True
откроет;открыть;True
дорогу;дорога;True
повторюсь;повторить;True
предполагающий;предположить;True
прекрасная;прекрасный;True
бывшем;бывший;True
военном;военный;True
современного;современный;True
сделано;сделать;True
маркетинга;маркетинг;True
менеджмента;менеджмент;True
корпоративными;корпоративный;True
плюсами;плюс;True
масштабных;масштабный;True
коопераций;кооперация;True
персонала;персонал;True
торговые;торговый;True
затормозили;затормозить;True
интеграционное;интеграционный;True
тратятся;тратить;True
рискуют;рисковать;True
исабаева;исабаев;True
компьютеры;компьютер;True
любому;любой;True
накопанная;накопать;True
пригодится;пригодиться;True
ленты;лента;True
ближнего;ближний;True
дальнего;дальний;True
зарубежья;зарубежье;True
взорвались;взорвать;True
сообщениями;сообщение;True
обысках;обыск;True
офисах;офис;True
квартирах;квартира;True
покойного;покойный;True
бендицкого;бендицкий;True
задержаниях;задержание;True
журналистов;журналист;True
изданий;издание;True
сапы;сапа;True
анны;анна;True
калашниковой;калашников;True
александра;александр;True
воротилова;воротилов;True
допросов;допрос;True
задержанные;задержанный;True
отпущены;отпустить;True
изъяли;изъять;True
телефоны;телефон;True
репутации;репутация;True
захотелось;захотеть;True
суда;суд;True
статей;статья;True
сведения;сведение;True
посчитал;посчитать;True
соответствующими;соответствовать;True
истцу;истец;True
сыну;сын;True
чего-то;что-то;True
похожего;похожий;True
возбуждено;возбудить;True
кодекса;кодекс;True
ложной;ложный;True
группой;группа;True
нанесением;нанесение;True
гражданину;гражданин;True
судебное;судебный;True
распространенные;распространить;True
признаны;признать;True
недостоверными;недостоверный;True
опровергнуты;опровергнуть;True
журналисты;журналист;True
согласились;согласить;True
вступило;вступить;True
законную;законный;True
вспоминаю;вспомнить;True
иску;иск;True
рахата;рахат;True
алиева;алиев;True
участвовал;участвовать;True
представителя;представитель;True
ответчика;ответчик;True
порочащими;порочить;True
истца;истец;True
взыскана;взыскать;True
приличная;приличный;True
достоверные;достоверный;True
чести;честь;True
торжеству;торжество;True
начну;начать;True
прошлогоднего;прошлогодний;True
критериям;критерий;True
устанавливает;установить;True
насчитал;насчитать;True
назначает;назначить;True
компенсацию;компенсация;True
костанайцу;костанаяц;True
пытки;пытка;True
возмещения;возмещение;True
вреда;вред;True
девушке;девушка;True
потерявшей;потерять;True
обе;оба;True
публикацию;публикация;True
сведений;сведение;True
признанных;признать;True
бизнесмену;бизнесмен;True
присуждают;присудить;True
растворяется;растворить;True
воздухе;воздух;True
наносится;нанести;True
испытал;испытать;True
опубликованных;опубликовать;True
обыскам;обыск;True
изъятиям;изъятие;True
искали;искать;True
господа;господин;True
забыл;забыть;True
уголовно;уголовный;True
процессуального;процессуальный;True
приходят;прийти;True
обыске;обыск;True
указано;указать;True
статьи;статья;True
приступая;приступить;True
обыску;обыск;True
осуществляющее;осуществить;True
предлагает;предложить;True
подлежащие;подлежать;True
изъятию;изъятие;True
могущие;мочь;True
выданы;выдать;True
сокрытия;сокрытие;True
подлежащих;подлежать;True
предметов;предмет;True
производить;произвести;True
поисков;поиск;True
выемки;выемка;True
отказа;отказ;True
производит;произвести;True
выемку;выемка;True
выдали;выдать;True
изъятые;изъять;True
чего-нибудь;что-нибудь;True
найдём;найти;True
неразглашении;неразглашение;True
взятая;взять;True
допрошенных;допросить;True
замечательную;замечательный;True
категорическое;категорический;True
следователю;следователь;True
говорили;сказать;True
знали;знать;True
составляло;составить;True
следствия;следствие;True
сходили;сойти;True
запретили;запретить;True
представляется;представить;True
неправомерным;неправомерный;True
следствием;следствие;True
равенству;равенство;True
стратегии;стратегия;True
предупреждает;предупредить;True
защитника;защитник;True
свидетелей;свидетель;True
потерпевшего;потерпевший;True
специалиста;специалист;True
переводчика;переводчик;True
понятых;понятой;True
присутствующих;присутствовать;True
следственных;следственный;True
недопустимости;недопустимость;True
разглашения;разглашение;True
разрешения;разрешение;True
имеющихся;иметь;True
отбирается;отобрать;True
предупреждением;предупреждение;True
перечне;перечень;True
подозреваемого;подозреваемый;True
обвиняемого;обвиняемый;True
присутствующим;присутствовать;True
закрыло;закрыть;True
этими;этот;True
странными;странный;True
обязательствами;обязательство;True
разглашать;разгласить;True
тайну;тайна;True
рассказывая;рассказать;True
деталях;деталь;True
следствии;следствие;True
происходило;произойти;True
свидетели;свидетель;True
защитники;защитник;True
обвиняемым;обвиняемый;True
собирает;собрать;True
обвиняющие;обвинить;True
оправдывающие;оправдать;True
факты;факт;True
доказательства;доказательство;True
вины;вина;True
хочет;хотеть;True
показывать;показать;True
обвинения;обвинение;True
подписки;подписка;True
направлены;направить;True
доказательств;доказательство;True
монопольное;монопольный;True
обществу;общество;True
изъятия;изъятие;True
телефонов;телефон;True
компьютеров;компьютер;True
судах;суд;True
доступа;доступ;True
другая;другой;True
единственное;единственный;True
признаю;признать;True
обоснованное;обоснованный;True
стандартов;стандарт;True
призывающего;призвать;True
насилию;насилие;True
пропагандирующего;пропагандировать;True
человеконенавистническую;человеконенавистнический;True
идеологию;идеология;True
связанный;связать;True
каким-то;какой-то;True
журналистом;журналист;True
последовательная;последовательный;True
остальных;остальной;True
требуйте;требовать;True
опровержения;опровержение;True
недостоверной;недостоверный;True
взыскивайте;взыскать;True
поставившего;поставить;True
стандарты;стандарт;True
заботиться;заботить;True
свободе;свобода;True
распространении;распространение;True
злоупотребления;злоупотребление;True
свободой;свобода;True
подтвержденные;подтвердить;True
беспристрастным;беспристрастный;True
наказываться;наказать;True
закрытию;закрытие;True
злоупотребил;злоупотребить;True
полномочиями;полномочие;True
воровался;воровать;True
начальников;начальник;True
ликвидировали;ликвидировать;True
зачищает;зачистить;True
обыски;обыск;True
крупных;крупный;True
параллели;параллель;True
архива;архив;True
расследований;расследование;True
обысками;обыск;True
проводились;провести;True
некого;некий;True
гражданина;гражданин;True
ресурса;ресурс;True
ложных;ложный;True
постановления;постановление;True
руководителям;руководитель;True
юристы;юрист;True
техники;техника;True
мобильные;мобильный;True
банковские;банковский;True
карты;карта;True
заявит;заявить;True
распространялась;распространить;True
недостоверная;недостоверный;True
журналистам;журналист;True
вернули;вернуть;True
забрали;забрать;True
заместителя;заместитель;True
главреда;главред;True
сапу;сапа;True
обозревателя;обозреватель;True
анну;анна;True
калашникову;калашников;True
основателя;основатель;True
расследователя;расследователь;True
полицейских;полицейский;True
смутил;смутить;True
умер;умереть;True
изъят;изъять;True
вдовы;вдова;True
задержанных;задержанный;True
отпустили;отпустить;True
получили;получить;True
называются;назвать;True
подозреваемые;подозреваемый;True
подписку;подписка;True
судился;судить;True
серию;серия;True
обвинялся;обвинить;True
заказные;заказной;True
подал;подать;True
инстанциях;инстанция;True
бывшему;бывший;True
немаленькие;немаленький;True
пытались;пытаться;True
ссылаясь;сослаться;True
текстах;текст;True
фигурировали;фигурировать;True
опровергать;опровергнуть;True
заверенные;заверить;True
государством;государство;True
добились;добиться;True
пришлось;прийтись;True
выплачивать;выплатить;True
отдельные;отдельный;True
выполняют;выполнить;True
автора;автор;True
сохранена;сохранить;True
достаточные;достаточный;True
подачи;подача;True
моей;мой;True
проведении;проведение;True
давал;дать;True
проигравшей;проиграть;True
случилось;случиться;True
видя;видеть;True
подали;подать;True
понимает;понять;True
репутационные;репутационный;True
издержки;издержка;True
наглое;наглый;True
циничное;циничный;True
обоими;оба;True
ресурсами;ресурс;True
стоят;стоять;True
менторы;ментор;True
называет;назвать;True
беседе;беседа;True
примерную;примерный;True
годовщину;годовщина;True
судебного;судебный;True
прошлогодней;прошлогодний;True
переведена;перевести;True
обысков;обыск;True
не что;нечто;True
иное;иной;True
устрашения;устрашение;True
элитой;элита;True
общественная;общественный;True
поддержала;поддержать;True
коллег;коллега;True
информагентства;информагентство;True
защищающие;защитить;True
меньшая;меньший;True
публицистов;публицист;True
ергалиева;ергалиев;True
закрыты;закрыть;True
признают;признать;True
нейтральные;нейтральный;True
наблюдатели;наблюдатель;True
констатируют;констатировать;True
переходит;перейти;True
существовали;существовать;True
правила;правило;True
поддерживались;поддержать;True
олигархических;олигархический;True
размыты;размыть;True
осталось;остаться;True
неприкасаемых;неприкасаемые;True
удары;удар;True
наносятся;нанести;True
медийного;медийный;True
оппозиционным;оппозиционный;True
одобрено;одобрить;True
верху;верх;True
неизбежен;неизбежный;True
битве;битва;True
победили;победить;True
ястребы;ястреб;True
несменяема;несменяемый;True
нынешние;нынешний;True
гонения;гонение;True
усталости;усталость;True
критических;критический;True
публикаций;публикация;True
режимом;режим;True
замечен;заметить;True
стареющего;стареть;True
зонтичные;зонтичный;True
подытоживает;подытожить;True
птичьих;птичий;True
правах;право;True
традиционные;традиционный;True
увидят;увидеть;True
закроют;закрыть;True
иронией;ирония;True
деловое;деловой;True
конфликтовавшее;конфликтовать;True
сведениям;сведение;True
хороших;хороший;True
дауреном;даурен;True
абаевым;абаев;True
вступился;вступиться;True
телевизору;телевизор;True
добавил;добавить;True
нагнетать;нагнести;True
показателем;показатель;True
свободна;свободный;True
задаете;задать;True
рукам;рука;True
бьёт;бить;True
стою;стоять;True
отвечаю;ответить;True
внутреннее;внутренний;True
мое;мой;True
индекса;индекс;True
баллов;балл;True
балльной;балльный;True
шкале;шкала;True
тюрьмы;тюрьма;True
шло;идти;True
делала;делать;True
сажали;сажать;True
оптимистичного;оптимистичный;True
настроя;настрой;True
состоится;состояться;True
медеуского;медеуский;True
предъявляют;предъявить;True
судьей;судья;True
закрывшая;закрыть;True
доменные;доменный;True
имена;имя;True
заблокированы;заблокировать;True
опубликовано;опубликовать;True
стрелок;стрелка;True
застреленного;застрелить;True
дмитрия;дмитрий;True
открылись;открыть;True
трагическая;трагический;True
талдыкорганца;талдыкорганец;True
пули;пуля;True
полицейского;полицейский;True
возмутили;возмутить;True
последовавшие;последовать;True
убийства;убийство;True
беспрецедентные;беспрецедентный;True
скандальности;скандальность;True
вложили;вложить;True
погибшего;погибнуть;True
напал;напасть;True
офицера;офицер;True
числах;число;True
молодых;молодой;True
парня;парень;True
девушки;девушка;True
ехали;ехать;True
автомашине;автомашина;True
отдыхать;отдохнуть;True
экипажа;экипаж;True
затонированными;затонировать;True
окнами;окно;True
переднего;передний;True
номера;номер;True
стражей;страж;True
обоснованны;обоснованный;True
подчинился;подчинить;True
нажав;нажать;True
рванул;рвануть;True
попытался;попытаться;True
прыгнув;прыгнуть;True
автомобиля;автомобиль;True
провезла;провезти;True
двухсот;двести;True
метров;метр;True
остановилась;остановить;True
находившийся;находиться;True
переднем;передний;True
пассажирском;пассажирский;True
сидении;сидение;True
увещевал;увещевать;True
водителя;водитель;True
усугублял;усугубить;True
непростую;непростой;True
скрутили;скрутить;True
усадили;усадить;True
полицейскую;полицейский;True
автомашину;автомашина;True
занялись;заняться;True
пассажирами;пассажир;True
девушек;девушка;True
заставили;заставить;True
поднятыми;поднять;True
подчинились;подчинить;True
твердил;твердить;True
рулем;руль;True
задерживать;задержать;True
пистолетом;пистолет;True
приставил;приставить;True
голове;голова;True
обыскиваемого;обыскать;True
пассажира;пассажир;True
прозвучал;прозвучать;True
установил;установить;True
ранения;ранение;True
голову;голова;True
скончался;скончать;True
осознав;осознать;True
непоправимое;непоправимый;True
попытались;попытаться;True
вынужденным;вынудить;True
товарища;товарищ;True
мертвого;мёртвый;True
кому-нибудь;кто-нибудь;True
сопротивления;сопротивление;True
убит;убить;True
небрежного;небрежный;True
обращения;обращение;True
оружием;оружие;True
выстрела;выстрел;True
подброса;подброс;True
ножа;нож;True
полицейскими;полицейский;True
зафиксировали;зафиксировать;True
камер;камера;True
камеры;камера;True
наружного;наружный;True
наблюдения;наблюдение;True
городского;городской;True
аквапарка;аквапарк;True
расположенного;расположить;True
втором;второй;True
видеорегистраторы;видеорегистратор;True
установленные;установить;True
автомашинах;автомашина;True
снятых;снять;True
кадрах;кадр;True
выполняя;выполнить;True
кладет;положить;True
видеорегистратора;видеорегистратор;True
зафиксировал;зафиксировать;True
сел;сесть;True
отыскал;отыскать;True
вытер;вытереть;True
отпечатков;отпечаток;True
пальцев;палец;True
убитого;убитый;True
склоняются;склонить;True
застреленным;застрелить;True
парнем;парень;True
совершают;совершить;True
тела;тело;True
манипуляции;манипуляция;True
показаниями;показание;True
случившегося;случиться;True
признаниями;признание;True
неопровержимыми;неопровержимый;True
доказательствами;доказательство;True
суде;суд;True
выстреливший;выстрелить;True
признан;признать;True
виновным;виновный;True
превышении;превышение;True
должностных;должностной;True
непреднамеренном;непреднамеренный;True
получив;получить;True
лишения;лишение;True
пытавшиеся;пытаться;True
сослуживца;сослуживец;True
андрея;андрей;True
пака;пак;True
рассмотрения;рассмотрение;True
недовольны;недовольный;True
вынесенными;вынести;True
приговорами;приговор;True
требуют;требовать;True
потерпевшие;потерпевший;True
настаивают;настоять;True
жестком;жёсткий;True
наказании;наказание;True
виновных;виновный;True
осужденные;осуждённый;True
суровым;суровый;True
просят;просить;True
смягчения;смягчение;True
дошла;дойти;True
резонансное;резонансный;True
начнем;начать;True
оказавшейся;оказаться;True
неоднозначной;неоднозначный;True
выясняется;выяснить;True
описанных;описать;True
трагического;трагический;True
дорожного;дорожный;True
происшествия;происшествие;True
машине;машина;True
друзьями;друг;True
попал;попасть;True
аварию;авария;True
загородной;загородный;True
трассе;трасса;True
талдыкорганом;талдыкорган;True
железнодорожной;железнодорожный;True
станции;станция;True
вылетела;вылететь;True
перевернулась;перевернуть;True
находившихся;найти;True
приятелей;приятель;True
погибли;погибнуть;True
прибывшие;прибыть;True
оформили;оформить;True
погибших;погибнуть;True
обсуждал;обсудить;True
покойника;покойник;True
перетащили;перетащить;True
водительское;водительский;True
истинному;истинный;True
виновнику;виновник;True
перевернувшегося;перевернуть;True
приходился;прийтись;True
племянником;племянник;True
жены;жена;True
начальнику;начальник;True
талдыкоргана;талдыкорган;True
полковнику;полковник;True
сергею;сергей;True
киму;ким;True
шефу;шеф;True
алматинской;алматинский;True
утверждается;утверждать;True
прикрываясь;прикрыть;True
именем;имя;True
избегал;избежать;True
нарушения;нарушение;True
правил;правило;True
уверовав;уверовать;True
позволял;позволить;True
талдыкоргану;талдыкорган;True
затонированном;затонировать;True
последовавших;последовать;True
трагических;трагический;True
аварии;авария;True
исчезло;исчезнуть;True
случается;случиться;True
ворошиловского;ворошиловский;True
старшего;старший;True
лейтенанта;лейтенант;True
дорожно;дорожный;True
патрульной;патрульный;True
азамата;азамат;True
нурлыбаева;нурлыбаев;True
застрелил;застрелить;True
первоначальной;первоначальный;True
исполнении;исполнение;True
автомобиле;автомобиль;True
табельным;табельный;True
возникла;возникнуть;True
молодыми;молодой;True
иномарке;иномарка;True
поравнявшимися;поравняться;True
светофором;светофор;True
перекрестке;перекрёсток;True
играла;играть;True
разозлил;разозлить;True
вытащив;вытащить;True
принялся;приняться;True
стоящей;стоять;True
счастливой;счастливый;True
случайности;случайность;True
выпущенные;выпустить;True
продырявили;продырявить;True
борта;борт;True
побили;побить;True
стекла;стекло;True
наложили;наложить;True
дисциплинарное;дисциплинарный;True
виновен;виновный;True
гибели;гибель;True
обросла;обрасти;True
подробностями;подробность;True
пассажиры;пассажир;True
иномарки;иномарка;True
пьяны;пьяный;True
скрыться;скрыть;True
открыл;открыть;True
убегавшими;убежать;True
преследователями;преследователь;True
представителю;представитель;True
случившееся;случиться;True
вольном;вольный;True
обращении;обращение;True
нынешними;нынешний;True
приказами;приказ;True
возбраняется;возбранить;True
нарушителям;нарушитель;True
веские;веский;True
открывать;открыть;True
стрельбу;стрельба;True
городе;город;True
шальную;шальной;True
пулю;пуля;True
подчинившегося;подчинить;True
нарушителя;нарушитель;True
представляющие;представить;True
стража;страж;True
легкомыслия;легкомыслие;True
службе;служба;True
понес;понести;True
вопиющем;вопиющий;True
источниках;источник;True
сохранилось;сохранить;True
зафиксирован;зафиксировать;True
следов;след;True
сайту;сайт;True
следы;след;True
давней;давний;True
владельце;владелец;True
стрелял;стрелять;True
осужденный;осудить;True
имеются;иметь;True
заинтересуется;заинтересовать;True
факта;факт;True
открывшиеся;открыть;True
отягчают;отягчить;True
вину;вина;True
повода;повод;True
размахивал;размахнуть;True
нажал;нажать;True
сослуживцев;сослуживец;True
айдара;айдар;True
бекешева;бекешев;True
байбекова;байбеков;True
малейшего;малейший;True
колебания;колебание;True
пошли;пойти;True
фальсификацию;фальсификация;True
вещественных;вещественный;True
коллегу;коллега;True
укоренившихся;укоренить;True
среде;среда;True
странных;странный;True
принципах;принцип;True
свойственны;свойственный;True
закоренелым;закоренелый;True
преступного;преступный;True
органам;орган;True
прошлых;прошлый;True
подвигах;подвиг;True
юстиции;юстиция;True
думают;думать;True
смерти;смерть;True
тридцати;тридцать;True
удивлен;удивить;True
двойным;двойной;True
смертельным;смертельный;True
исходом;исход;True
слышал;слышать;True
устроенную;устроить;True
азаматом;азамат;True
нурлыбаевым;нурлыбаев;True
знал;знать;True
попросил;попросить;True
подробности;подробность;True
узнает;узнать;True
известные;известный;True
пообещав;пообещать;True
предоставили;предоставить;True
ждем;ждать;True
ответа;ответ;True
cчитаем;счесть;True
точку;точка;True
очередным;очередной;True
тривиальным;тривиальный;True
случаем;случай;True
забыт;забыть;True
нелепых;нелепый;True
смертей;смерть;True
авиацию;авиация;True
пошла;пойти;True
реконструкции;реконструкция;True
взлетно-посадочной;взлётно-посадочный;True
полосы;полоса;True
аэропорта;аэропорт;True
уральска;уральск;True
заказал;заказать;True
какое-нибудь;какой-нибудь;True
грандиозное;грандиозный;True
считалось;счесть;True
простейшим;простой;True
способом;способ;True
подсчитает;подсчитать;True
потрачено;потратить;True
гвоздей;гвоздь;True
арматуры;арматура;True
кирпича;кирпич;True
черепицы;черепица;True
песка;песок;True
щебня;щебень;True
цемента;цемент;True
почем;почём;True
приобретались;приобрести;True
реконструкцией;реконструкция;True
аэропорту;аэропорт;True
орал;орало;True
хищением;хищение;True
инкриминируется;инкриминировать;True
талгату;талгат;True
уральская;уральский;True
пассажирских;пассажирский;True
авиаперевозок;авиаперевозка;True
ермегияева;ермегияев;True
пункты;пункт;True
писаны;писать;True
вилами;вилы;True
воде;вода;True
летного;лётный;True
конкретнее;конкретно;True
яснее;ясно;True
проявляют;проявить;True
рвения;рвение;True
расследовании;расследование;True
хищений;хищение;True
будущей;будущий;True
всемирной;всемирный;True
выставки;выставка;True
порядку;порядок;True
подскока;подскок;True
реконструкцию;реконструкция;True
затеяли;затеять;True
хрипоты;хрипота;True
серьезных;серьёзный;True
повреждений;повреждение;True
имела;иметь;True
самолеты;самолёт;True
аэробусами;аэробус;True
пассажиропотока;пассажиропоток;True
летное;лётный;True
использовалось;использовать;True
аэродрома;аэродром;True
авиации;авиация;True
перегоне;перегон;True
мигов;миг;True
сушек;сушка;True
ремонтные;ремонтный;True
заводы;завод;True
критического;критический;True
эксплуатационного;эксплуатационный;True
износа;износ;True
оставим;оставить;True
препирательства;препирательство;True
заядлым;заядлый;True
спорщикам;спорщик;True
решились;решить;True
молодцы;молодец;True
бюджете;бюджет;True
нашлись;найти;True
водится;водить;True
занятные;занятный;True
выбору;выбор;True
строительной;строительный;True
серьезного;серьёзный;True
взлетно-посадочная;взлётно-посадочный;True
состоявшимся;состояться;True
несоответствия;несоответствие;True
предъявляемым;предъявить;True
квалификационным;квалификационный;True
